iteration,algorithm,data_type,data_size_bytes,enc_time_us,dec_time_us,enc_throughput_mbs,dec_throughput_mbs,ciphertext_size_bytes,overhead_bytes,overhead_pct
3,aes-gcm,image_medium,1178708,184364,184771,6.097196557584876,6.083766100430144,1178724,16,0.0013574184615697865
4,aes-gcm,image_medium,1178708,185209,184193,6.069378627078479,6.1028570366006205,1178724,16,0.0013574184615697865
5,aes-gcm,image_medium,1178708,184804,183936,6.082679737140853,6.1113841017668005,1178724,16,0.0013574184615697865
6,aes-gcm,image_medium,1178708,184400,183754,6.096006215523742,6.117437150443409,1178724,16,0.0013574184615697865
7,aes-gcm,image_medium,1178708,184953,183478,6.07777946906824,6.126639412586676,1178724,16,0.0013574184615697865
8,aes-gcm,image_medium,1178708,184834,184181,6.081692470771493,6.103254657877729,1178724,16,0.0013574184615697865
9,aes-gcm,image_medium,1178708,184683,184667,6.08666496722805,6.087192330749826,1178724,16,0.0013574184615697865
10,aes-gcm,image_medium,1178708,184635,184013,6.088247331993274,6.108826801055241,1178724,16,0.0013574184615697865
11,aes-gcm,image_medium,1178708,184620,184149,6.088741989722555,6.104315234633791,1178724,16,0.0013574184615697865
12,aes-gcm,image_medium,1178708,184515,183651,6.092206845744672,6.120868092972965,1178724,16,0.0013574184615697865
13,aes-gcm,image_medium,1178708,183999,186073,6.109291605620564,6.041196445172476,1178724,16,0.0013574184615697865
14,aes-gcm,image_medium,1178708,184158,184230,6.104016910167238,6.101631363744114,1178724,16,0.0013574184615697865
15,aes-gcm,image_medium,1178708,184610,184224,6.089071806199979,6.101830088058983,1178724,16,0.0013574184615697865
16,aes-gcm,image_medium,1178708,184912,183152,6.079127077434554,6.13754447749726,1178724,16,0.0013574184615697865
17,aes-gcm,image_medium,1178708,184271,183471,6.100273760616582,6.126873163293262,1178724,16,0.0013574184615697865
18,aes-gcm,image_medium,1178708,184359,183311,6.097361919638196,6.132220904051465,1178724,16,0.0013574184615697865
19,aes-gcm,image_medium,1178708,184040,183819,6.107930591950543,6.115273971366279,1178724,16,0.0013574184615697865
20,aes-gcm,image_medium,1178708,184489,183152,6.093065419307266,6.13754447749726,1178724,16,0.0013574184615697865
21,aes-gcm,image_medium,1178708,184140,183196,6.104613588262073,6.136070362576574,1178724,16,0.0013574184615697865
22,aes-gcm,image_medium,1178708,184086,183631,6.106404322667547,6.121534741642632,1178724,16,0.0013574184615697865
23,aes-gcm,image_medium,1178708,184417,183725,6.095444271095279,6.118402754892247,1178724,16,0.0013574184615697865
24,aes-gcm,image_medium,1178708,184351,183533,6.097626517581018,6.124803420325381,1178724,16,0.0013574184615697865
25,aes-gcm,image_medium,1178708,184164,183258,6.103818043388383,6.13399440211384,1178724,16,0.0013574184615697865
26,aes-gcm,image_medium,1178708,188354,184292,5.96803649586724,6.099578636851182,1178724,16,0.0013574184615697865
27,aes-gcm,image_medium,1178708,184440,183962,6.09468415822261,6.11052035824017,1178724,16,0.0013574184615697865
28,aes-gcm,image_medium,1178708,184109,184074,6.1056414740321125,6.106802406328858,1178724,16,0.0013574184615697865
29,aes-gcm,image_medium,1178708,184748,183871,6.08452349223038,6.113544529276385,1178724,16,0.0013574184615697865
30,aes-gcm,image_medium,1178708,184829,184304,6.081856992910085,6.099181494392841,1178724,16,0.0013574184615697865
1,aes-gcm-siv,image_large,5030544,706920,690058,6.786483067888251,6.95231503779619,5030560,16,0.0003180570530741804
2,aes-gcm-siv,image_large,5030544,689698,687560,6.9559439208922775,6.977573754074645,5030560,16,0.0003180570530741804
3,aes-gcm-siv,image_large,5030544,689509,688885,6.957850601444742,6.964153102987527,5030560,16,0.0003180570530741804
4,aes-gcm-siv,image_large,5030544,689450,689459,6.958446022701519,6.958355189143317,5030560,16,0.0003180570530741804
5,aes-gcm-siv,image_large,5030544,689293,688595,6.960030945260669,6.967086038021715,5030560,16,0.0003180570530741804
6,aes-gcm-siv,image_large,5030544,688926,688429,6.9637386458800545,6.968766002523954,5030560,16,0.0003180570530741804
7,aes-gcm-siv,image_large,5030544,688184,688607,6.971246949001375,6.966964626196892,5030560,16,0.0003180570530741804
8,aes-gcm-siv,image_large,5030544,687819,688690,6.974946330868387,6.966124976914958,5030560,16,0.0003180570530741804
9,aes-gcm-siv,image_large,5030544,688263,688532,6.970446777396958,6.967723519533678,5030560,16,0.0003180570530741804
10,aes-gcm-siv,image_large,5030544,688153,688657,6.9715609905814,6.966458789138225,5030560,16,0.0003180570530741804
11,aes-gcm-siv,image_large,5030544,688415,688951,6.968907723323231,6.963485952341404,5030560,16,0.0003180570530741804
12,aes-gcm-siv,image_large,5030544,690218,692136,6.950703415952007,6.931442101482314,5030560,16,0.0003180570530741804
13,aes-gcm-siv,image_large,5030544,692151,690162,6.931291886238065,6.951267398598535,5030560,16,0.0003180570530741804
14,aes-gcm-siv,image_large,5030544,689135,688679,6.961626691942162,6.966236244101479,5030560,16,0.0003180570530741804
15,aes-gcm-siv,image_large,5030544,689266,688393,6.960303584322398,6.969130439082853,5030560,16,0.0003180570530741804
16,aes-gcm-siv,image_large,5030544,688937,688826,6.963627458463637,6.964749603458003,5030560,16,0.0003180570530741804
17,aes-gcm-siv,image_large,5030544,688812,688298,6.964891160943135,6.970092329705393,5030560,16,0.0003180570530741804
18,aes-gcm-siv,image_large,5030544,688775,688935,6.9652653048550865,6.963647674093438,5030560,16,0.0003180570530741804
19,aes-gcm-siv,image_large,5030544,688545,688936,6.96759196617732,6.963637566263865,5030560,16,0.0003180570530741804
20,aes-gcm-siv,image_large,5030544,688524,688751,6.967804477914441,6.965508014291903,5030560,16,0.0003180570530741804
21,aes-gcm-siv,image_large,5030544,688577,689337,6.9672681636934755,6.959586690329349,5030560,16,0.0003180570530741804
22,aes-gcm-siv,image_large,5030544,688756,705907,6.96545744843103,6.796221896583492,5030560,16,0.0003180570530741804
23,aes-gcm-siv,image_large,5030544,690426,688447,6.948609424256275,6.9685837985372325,5030560,16,0.0003180570530741804
24,aes-gcm-siv,image_large,5030544,689819,688568,6.954723790373363,6.9673592301000955,5030560,16,0.0003180570530741804
25,aes-gcm-siv,image_large,5030544,689157,689713,6.961404455518209,6.955792641796751,5030560,16,0.0003180570530741804
26,aes-gcm-siv,image_large,5030544,689148,688024,6.96149536870391,6.972868112669853,5030560,16,0.0003180570530741804
27,aes-gcm-siv,image_large,5030544,689192,688738,6.961050926812212,6.965639488966142,5030560,16,0.0003180570530741804
28,aes-gcm-siv,image_large,5030544,688860,698562,6.964405844948992,6.867680478399286,5030560,16,0.0003180570530741804
29,aes-gcm-siv,image_large,5030544,695597,699215,6.896954142055763,6.861266721039398,5030560,16,0.0003180570530741804
30,aes-gcm-siv,image_large,5030544,691628,689769,6.936533238029059,6.955227924640804,5030560,16,0.0003180570530741804
1,aes-gcm,image_large,5030544,787158,787421,6.094711113082205,6.092675468842668,5030560,16,0.0003180570530741804
2,aes-gcm,image_large,5030544,787839,784163,6.089442906928399,6.117989002734842,5030560,16,0.0003180570530741804
3,aes-gcm,image_large,5030544,784965,783731,6.11173824355425,6.121361296607589,5030560,16,0.0003180570530741804
4,aes-gcm,image_large,5030544,785375,785452,6.108547649659796,6.10794881208726,5030560,16,0.0003180570530741804
5,aes-gcm,image_large,5030544,788939,787369,6.0809525328974265,6.093077845776964,5030560,16,0.0003180570530741804
6,aes-gcm,image_large,5030544,823802,786632,5.823608840900559,6.098786485105567,5030560,16,0.0003180570530741804
7,aes-gcm,image_large,5030544,835380,794922,5.742896179405256,6.035184093975966,5030560,16,0.0003180570530741804
8,aes-gcm,image_large,5030544,803150,789560,5.973355674969262,6.076169778549524,5030560,16,0.0003180570530741804
9,aes-gcm,image_large,5030544,786532,787338,6.0995618873123565,6.093317749621589,5030560,16,0.0003180570530741804
10,aes-gcm,image_large,5030544,787672,787328,6.090733973470635,6.093395141988552,5030560,16,0.0003180570530741804
11,aes-gcm,image_large,5030544,785542,785317,6.10724902086911,6.108998799658688,5030560,16,0.0003180570530741804
12,aes-gcm,image_large,5030544,789142,798013,6.079388260099655,6.011807590041218,5030560,16,0.0003180570530741804
13,aes-gcm,image_large,5030544,794035,784663,6.0419258727279805,6.114090520837051,5030560,16,0.0003180570530741804
14,aes-gcm,image_large,5030544,785384,824639,6.108477649597601,5.8176979385544,5030560,16,0.0003180570530741804
15,aes-gcm,image_large,5030544,799915,862337,5.997512998695564,5.563370944713682,5030560,16,0.0003180570530741804
16,aes-gcm,image_large,5030544,792510,786660,6.053552144896042,6.0985694078147645,5030560,16,0.0003180570530741804
17,aes-gcm,image_large,5030544,805386,785219,5.95677179681738,6.10976123903212,5030560,16,0.0003180570530741804
18,aes-gcm,image_large,5030544,786111,785441,6.102828494133224,6.108034353123357,5030560,16,0.0003180570530741804
19,aes-gcm,image_large,5030544,785191,785009,6.109979113809968,6.111395678713954,5030560,16,0.0003180570530741804
20,aes-gcm,image_large,5030544,785189,785479,6.109994676888701,6.1077388578836125,5030560,16,0.0003180570530741804
21,aes-gcm,image_large,5030544,786104,786236,6.102882837832605,6.101858233852892,5030560,16,0.0003180570530741804
22,aes-gcm,image_large,5030544,785230,785071,6.1096756496205735,6.1109130388863715,5030560,16,0.0003180570530741804
23,aes-gcm,image_large,5030544,788735,784667,6.082525322638862,6.114059353014161,5030560,16,0.0003180570530741804
24,aes-gcm,image_large,5030544,786098,784939,6.102929418916678,6.111940686284618,5030560,16,0.0003180570530741804
25,aes-gcm,image_large,5030544,786910,787985,6.09663190244318,6.0883146384151505,5030560,16,0.0003180570530741804
26,aes-gcm,image_large,5030544,827392,784450,5.798340581431247,6.115750666519935,5030560,16,0.0003180570530741804
27,aes-gcm,image_large,5030544,785103,793878,6.110663964284384,6.043120744436251,5030560,16,0.0003180570530741804
28,aes-gcm,image_large,5030544,853405,785328,5.6215989012855125,6.1089132316071275,5030560,16,0.0003180570530741804
29,aes-gcm,image_large,5030544,785689,787412,6.106106373325276,6.092745107201265,5030560,16,0.0003180570530741804
30,aes-gcm,image_large,5030544,785900,785146,6.104466993703476,6.110329302259149,5030560,16,0.0003180570530741804
1,aes-gcm-siv,audio_small,733645,124586,98772,5.615866902058524,7.083570180414118,733661,16,0.002180891303014401
2,aes-gcm-siv,audio_small,733645,99414,100495,7.037825596594677,6.962121437483091,733661,16,0.002180891303014401
3,aes-gcm-siv,audio_small,733645,100610,100484,6.954163540998541,6.962883582061455,733661,16,0.002180891303014401
4,aes-gcm-siv,audio_small,733645,100639,99093,6.9521596385085624,7.060623796432274,733661,16,0.002180891303014401
5,aes-gcm-siv,audio_small,733645,99550,99855,7.028210887592801,7.006743716988266,733661,16,0.002180891303014401
6,aes-gcm-siv,audio_small,733645,100258,100164,6.9785792042516634,6.985128328140482,733661,16,0.002180891303014401
7,aes-gcm-siv,audio_small,733645,99480,100868,7.033156351627094,6.936376193241299,733661,16,0.002180891303014401
8,aes-gcm-siv,audio_small,733645,99886,99340,7.004569147426699,7.043068188643681,733661,16,0.002180891303014401
9,aes-gcm-siv,audio_small,733645,99376,99728,7.040516763201007,7.015666551619037,733661,16,0.002180891303014401
10,aes-gcm-siv,audio_small,733645,100094,99966,6.990013326072125,6.998963586217947,733661,16,0.002180891303014401
11,aes-gcm-siv,audio_small,733645,99782,99633,7.011869814794886,7.022355985063817,733661,16,0.002180891303014401
12,aes-gcm-siv,audio_small,733645,99647,99435,7.0213693724835,7.036339255391596,733661,16,0.002180891303014401
13,aes-gcm-siv,audio_small,733645,99380,100738,7.0402333855892865,6.94532742222263,733661,16,0.002180891303014401
14,aes-gcm-siv,audio_small,733645,100996,101287,6.927585190105185,6.907682070353187,733661,16,0.002180891303014401
15,aes-gcm-siv,audio_small,733645,114832,101703,6.092886946668727,6.879427291818956,733661,16,0.002180891303014401
16,aes-gcm-siv,audio_small,733645,100276,100590,6.977326517410579,6.955546215924677,733661,16,0.002180891303014401
17,aes-gcm-siv,audio_small,733645,100160,100186,6.985407286939529,6.983594452916209,733661,16,0.002180891303014401
18,aes-gcm-siv,audio_small,733645,101314,101403,6.905841185422185,6.899780024849988,733661,16,0.002180891303014401
19,aes-gcm-siv,audio_small,733645,101060,100808,6.923198039381193,6.940504660938252,733661,16,0.002180891303014401
20,aes-gcm-siv,audio_small,733645,100888,100462,6.93500112857687,6.964408371920361,733661,16,0.002180891303014401
21,aes-gcm-siv,audio_small,733645,100531,100752,6.95962831226053,6.944362333848096,733661,16,0.002180891303014401
22,aes-gcm-siv,audio_small,733645,100856,100701,6.937201493811606,6.947879304672876,733661,16,0.002180891303014401
23,aes-gcm-siv,audio_small,733645,100741,106259,6.945120594989759,6.5844624348042355,733661,16,0.002180891303014401
24,aes-gcm-siv,audio_small,733645,101076,100647,6.922102119789696,6.951607041043084,733661,16,0.002180891303014401
25,aes-gcm-siv,audio_small,733645,100638,100617,6.9522287193690575,6.953679734635929,733661,16,0.002180891303014401
26,aes-gcm-siv,audio_small,733645,101607,100980,6.885927090258184,6.928682846700964,733661,16,0.002180891303014401
27,aes-gcm-siv,audio_small,733645,100962,100678,6.929918126224355,6.949466555353337,733661,16,0.002180891303014401
28,aes-gcm-siv,audio_small,733645,100709,100748,6.9473273874218116,6.944638046014444,733661,16,0.002180891303014401
29,aes-gcm-siv,audio_small,733645,100993,100818,6.927790974224583,6.939816241741189,733661,16,0.002180891303014401
30,aes-gcm-siv,audio_small,733645,100324,100827,6.973988216776278,6.9391967812179605,733661,16,0.002180891303014401
1,aes-gcm,audio_small,733645,114890,113988,6.08981107023991,6.138000437413265,733661,16,0.002180891303014401
2,aes-gcm,audio_small,733645,114430,114201,6.114291653061813,6.126552253131438,733661,16,0.002180891303014401
3,aes-gcm,audio_small,733645,114523,114065,6.109326457217007,6.13385695752302,733661,16,0.002180891303014401
4,aes-gcm,audio_small,733645,114427,113854,6.11445195504438,6.145224531943219,733661,16,0.002180891303014401
5,aes-gcm,audio_small,733645,114578,114193,6.106393844017728,6.126981459983215,733661,16,0.002180891303014401
6,aes-gcm,audio_small,733645,114579,114188,6.106340549837783,6.127249744805613,733661,16,0.002180891303014401
7,aes-gcm,audio_small,733645,114083,114010,6.132889158418548,6.1368160149097735,733661,16,0.002180891303014401
8,aes-gcm,audio_small,733645,114321,116301,6.120121358804273,6.015927583252623,733661,16,0.002180891303014401
9,aes-gcm,audio_small,733645,117985,114821,5.930062244012911,6.093470653102336,733661,16,0.002180891303014401
10,aes-gcm,audio_small,733645,114710,115015,6.099367046115101,6.083192573663116,733661,16,0.002180891303014401
11,aes-gcm,audio_small,733645,156266,114909,4.477355239526598,6.088804130745749,733661,16,0.002180891303014401
12,aes-gcm,audio_small,733645,114692,114295,6.100324293410728,6.121513573295974,733661,16,0.002180891303014401
13,aes-gcm,audio_small,733645,114228,114245,6.125104123856351,6.124192689919588,733661,16,0.002180891303014401
14,aes-gcm,audio_small,733645,114676,114190,6.1011754321729335,6.127142428057302,733661,16,0.002180891303014401
15,aes-gcm,audio_small,733645,114636,114360,6.103304318537486,6.118034224028185,733661,16,0.002180891303014401
16,aes-gcm,audio_small,733645,117623,115779,5.948312777771892,6.043050932033125,733661,16,0.002180891303014401
17,aes-gcm,audio_small,733645,114035,113934,6.135470634979289,6.140909595554122,733661,16,0.002180891303014401
18,aes-gcm,audio_small,733645,115269,115488,6.069788007702533,6.05827786315343,733661,16,0.002180891303014401
19,aes-gcm,audio_small,733645,121879,117361,5.740598412030483,5.961591958656311,733661,16,0.002180891303014401
20,aes-gcm,audio_small,733645,115572,114057,6.053874587788247,6.134287188509808,733661,16,0.002180891303014401
21,aes-gcm,audio_small,733645,114488,114634,6.111194132658997,6.1034108018551505,733661,16,0.002180891303014401
22,aes-gcm,audio_small,733645,114309,118476,6.120763840641273,5.905486291399636,733661,16,0.002180891303014401
23,aes-gcm,audio_small,733645,124164,123385,5.6349537213674115,5.670530403694642,733661,16,0.002180891303014401
24,aes-gcm,audio_small,733645,121953,160695,5.7371150677708895,4.3539524805368135,733661,16,0.002180891303014401
25,aes-gcm,audio_small,733645,119517,118605,5.854049163381471,5.899063225495243,733661,16,0.002180891303014401
26,aes-gcm,audio_small,733645,118425,117409,5.908029502722088,5.959154697338903,733661,16,0.002180891303014401
27,aes-gcm,audio_small,733645,117690,117457,5.944926449654714,5.956719428044844,733661,16,0.002180891303014401
28,aes-gcm,audio_small,733645,117749,115792,5.941947650169966,6.042372477026593,733661,16,0.002180891303014401
29,aes-gcm,audio_small,733645,115634,114319,6.050628654719747,6.120228429743641,733661,16,0.002180891303014401
30,aes-gcm,audio_small,733645,114736,114429,6.097984885823658,6.114345086122078,733661,16,0.002180891303014401
1,aes-gcm-siv,audio_medium,3478581,503029,477750,6.594914721097133,6.943868879620658,3478597,16,0.00045995766664625603
2,aes-gcm-siv,audio_medium,3478581,478767,477375,6.929118667825413,6.9493236077271945,3478597,16,0.00045995766664625603
3,aes-gcm-siv,audio_medium,3478581,478038,476775,6.939685458559297,6.958069020478778,3478597,16,0.00045995766664625603
4,aes-gcm-siv,audio_medium,3478581,478077,475779,6.93911934110775,6.972635104194951,3478597,16,0.00045995766664625603
5,aes-gcm-siv,audio_medium,3478581,477994,477039,6.94032426607608,6.954218328561752,3478597,16,0.00045995766664625603
6,aes-gcm-siv,audio_medium,3478581,485264,483593,6.83634754945508,6.859969762256214,3478597,16,0.00045995766664625603
7,aes-gcm-siv,audio_medium,3478581,478980,479258,6.926037323560001,6.922019783162241,3478597,16,0.00045995766664625603
8,aes-gcm-siv,audio_medium,3478581,480665,478040,6.9017576841225585,6.939656424648082,3478597,16,0.00045995766664625603
9,aes-gcm-siv,audio_medium,3478581,477973,476811,6.940629192943471,6.957543675038473,3478597,16,0.00045995766664625603
10,aes-gcm-siv,audio_medium,3478581,478042,476581,6.939627390979808,6.960901414951015,3478597,16,0.00045995766664625603
11,aes-gcm-siv,audio_medium,3478581,478390,478043,6.934579228743848,6.939612874236773,3478597,16,0.00045995766664625603
12,aes-gcm-siv,audio_medium,3478581,478192,476764,6.937450558015963,6.958229558521133,3478597,16,0.00045995766664625603
13,aes-gcm-siv,audio_medium,3478581,478576,476801,6.931884083695734,6.95768959636991,3478597,16,0.00045995766664625603
14,aes-gcm-siv,audio_medium,3478581,478977,476646,6.9260807037472985,6.9599521599651935,3478597,16,0.00045995766664625603
15,aes-gcm-siv,audio_medium,3478581,477889,477679,6.941849168402641,6.944900984214859,3478597,16,0.00045995766664625603
16,aes-gcm-siv,audio_medium,3478581,478042,477503,6.939627390979808,6.947460764097334,3478597,16,0.00045995766664625603
17,aes-gcm-siv,audio_medium,3478581,480160,477951,6.9090164887511865,6.9409486688777084,3478597,16,0.00045995766664625603
18,aes-gcm-siv,audio_medium,3478581,478728,477523,6.929683154607146,6.947169784992073,3478597,16,0.00045995766664625603
19,aes-gcm-siv,audio_medium,3478581,478310,477382,6.935739075576027,6.949221707644548,3478597,16,0.00045995766664625603
20,aes-gcm-siv,audio_medium,3478581,478410,477914,6.934289327645262,6.941486035644006,3478597,16,0.00045995766664625603
21,aes-gcm-siv,audio_medium,3478581,477580,476998,6.946340628248188,6.954816073104645,3478597,16,0.00045995766664625603
22,aes-gcm-siv,audio_medium,3478581,478770,477307,6.929075249574471,6.950313649786762,3478597,16,0.00045995766664625603
23,aes-gcm-siv,audio_medium,3478581,478404,477084,6.9343762954297405,6.9535623857408115,3478597,16,0.00045995766664625603
24,aes-gcm-siv,audio_medium,3478581,477711,476141,6.944435772336767,6.967333956199465,3478597,16,0.00045995766664625603
25,aes-gcm-siv,audio_medium,3478581,477898,476947,6.941718436232772,6.955559752422742,3478597,16,0.00045995766664625603
26,aes-gcm-siv,audio_medium,3478581,478279,476876,6.936188620530631,6.956595335556349,3478597,16,0.00045995766664625603
27,aes-gcm-siv,audio_medium,3478581,478606,476054,6.931449579066643,6.968607253040138,3478597,16,0.00045995766664625603
28,aes-gcm-siv,audio_medium,3478581,477860,477753,6.942270450003703,6.943825276322221,3478597,16,0.00045995766664625603
29,aes-gcm-siv,audio_medium,3478581,477609,476096,6.94591885253161,6.967992499913398,3478597,16,0.00045995766664625603
30,aes-gcm-siv,audio_medium,3478581,478046,476762,6.9395693243720675,6.958258748052003,3478597,16,0.00045995766664625603
1,aes-gcm,audio_medium,3478581,545055,542730,6.086419457190137,6.112493057761261,3478597,16,0.00045995766664625603
2,aes-gcm,audio_medium,3478581,543607,541940,6.102631785901892,6.121403397495608,3478597,16,0.00045995766664625603
3,aes-gcm,audio_medium,3478581,544555,544968,6.092007891285122,6.087391107805907,3478597,16,0.00045995766664625603
4,aes-gcm,audio_medium,3478581,543502,543311,6.103810762865214,6.105956546506089,3478597,16,0.00045995766664625603
5,aes-gcm,audio_medium,3478581,544516,543537,6.092444220626702,6.103417719932165,3478597,16,0.00045995766664625603
6,aes-gcm,audio_medium,3478581,544253,540678,6.095388279419258,6.135691404567543,3478597,16,0.00045995766664625603
7,aes-gcm,audio_medium,3478581,544392,542087,6.093831939555999,6.119743430923025,3478597,16,0.00045995766664625603
8,aes-gcm,audio_medium,3478581,543846,542632,6.099949907214118,6.113596981451093,3478597,16,0.00045995766664625603
9,aes-gcm,audio_medium,3478581,543534,542315,6.103451407342999,6.117170569205664,3478597,16,0.00045995766664625603
10,aes-gcm,audio_medium,3478581,542606,542541,6.113889926095121,6.114622410543663,3478597,16,0.00045995766664625603
11,aes-gcm,audio_medium,3478581,544179,542635,6.096217158763513,6.113563181952453,3478597,16,0.00045995766664625603
12,aes-gcm,audio_medium,3478581,543705,543548,6.101531818244764,6.103294202607257,3478597,16,0.00045995766664625603
13,aes-gcm,audio_medium,3478581,543131,541983,6.107980132304673,6.120917735867674,3478597,16,0.00045995766664625603
14,aes-gcm,audio_medium,3478581,543363,542533,6.105372204656499,6.114712574606096,3478597,16,0.00045995766664625603
15,aes-gcm,audio_medium,3478581,544246,542397,6.095466677272354,6.11624577060487,3478597,16,0.00045995766664625603
16,aes-gcm,audio_medium,3478581,543980,543112,6.098447290780487,6.108193811292642,3478597,16,0.00045995766664625603
17,aes-gcm,audio_medium,3478581,543694,542749,6.1016552642456405,6.1122790778771945,3478597,16,0.00045995766664625603
18,aes-gcm,audio_medium,3478581,543908,542870,6.099254574741996,6.110916715307108,3478597,16,0.00045995766664625603
19,aes-gcm,audio_medium,3478581,543507,560230,6.1037546107755185,5.921556070254662,3478597,16,0.00045995766664625603
20,aes-gcm,audio_medium,3478581,544458,542152,6.093093236280429,6.119009719117092,3478597,16,0.00045995766664625603
21,aes-gcm,audio_medium,3478581,542662,542840,6.113259003281545,6.111254434527245,3478597,16,0.00045995766664625603
22,aes-gcm,audio_medium,3478581,544157,541172,6.096463625826314,6.130090539123919,3478597,16,0.00045995766664625603
23,aes-gcm,audio_medium,3478581,543999,540924,6.098234293149012,6.1329010309004035,3478597,16,0.00045995766664625603
24,aes-gcm,audio_medium,3478581,544587,542022,6.091649924142092,6.12047731870435,3478597,16,0.00045995766664625603
25,aes-gcm,audio_medium,3478581,544118,543142,6.096900593692489,6.10785643024986,3478597,16,0.00045995766664625603
26,aes-gcm,audio_medium,3478581,544436,542566,6.093339450805548,6.114340664985955,3478597,16,0.00045995766664625603
27,aes-gcm,audio_medium,3478581,543837,543239,6.100050855750472,6.10676581990389,3478597,16,0.00045995766664625603
28,aes-gcm,audio_medium,3478581,544089,542418,6.097225559125013,6.116008976912215,3478597,16,0.00045995766664625603
29,aes-gcm,audio_medium,3478581,544315,541867,6.094693986457786,6.122228069321014,3478597,16,0.00045995766664625603
30,aes-gcm,audio_medium,3478581,544333,542158,6.094492447157842,6.1189420007429005,3478597,16,0.00045995766664625603
1,aes-gcm-siv,audio_large,11650187,1615437,1598057,6.877695709105326,6.952495513758258,11650203,16,0.00013733685133122755
2,aes-gcm-siv,audio_large,11650187,1596456,1595989,6.959467798191732,6.961504197854734,11650203,16,0.00013733685133122755
3,aes-gcm-siv,audio_large,11650187,1594493,1596081,6.968035684841502,6.961102928504243,11650203,16,0.00013733685133122755
4,aes-gcm-siv,audio_large,11650187,1596946,1596126,6.957332385209005,6.960906672299042,11650203,16,0.00013733685133122755
5,aes-gcm-siv,audio_large,11650187,1596486,1596816,6.9593370209510015,6.957898795622025,11650203,16,0.00013733685133122755
6,aes-gcm-siv,audio_large,11650187,1596750,1596113,6.958186393129783,6.9609633673994145,11650203,16,0.00013733685133122755
7,aes-gcm-siv,audio_large,11650187,1595476,1595077,6.963742559104607,6.965484502146278,11650203,16,0.00013733685133122755
8,aes-gcm-siv,audio_large,11650187,1595893,1596648,6.961922963024451,6.958630908772616,11650203,16,0.00013733685133122755
9,aes-gcm-siv,audio_large,11650187,1595324,1595394,6.964406053710707,6.96410048127922,11650203,16,0.00013733685133122755
10,aes-gcm-siv,audio_large,11650187,1597644,1597599,6.954292773127167,6.954488656558986,11650203,16,0.00013733685133122755
11,aes-gcm-siv,audio_large,11650187,1596335,1595591,6.959995316290114,6.9632406570543335,11650203,16,0.00013733685133122755
12,aes-gcm-siv,audio_large,11650187,1595171,1596229,6.965074041109061,6.960457505301545,11650203,16,0.00013733685133122755
13,aes-gcm-siv,audio_large,11650187,1596460,1600234,6.959450360942323,6.943037157834405,11650203,16,0.00013733685133122755
14,aes-gcm-siv,audio_large,11650187,1650656,1602618,6.73095067853628,6.932708932028706,11650203,16,0.00013733685133122755
15,aes-gcm-siv,audio_large,11650187,1659355,1613865,6.6956643534566025,6.884394991669055,11650203,16,0.00013733685133122755
16,aes-gcm-siv,audio_large,11650187,1680024,1618012,6.613288931128353,6.866750137347548,11650203,16,0.00013733685133122755
17,aes-gcm-siv,audio_large,11650187,1608493,1601059,6.907387301797384,6.93945952224745,11650203,16,0.00013733685133122755
18,aes-gcm-siv,audio_large,11650187,1602524,1625661,6.9331155871799615,6.834440958619282,11650203,16,0.00013733685133122755
19,aes-gcm-siv,audio_large,11650187,1671499,1598244,6.647018109630924,6.951682048066491,11650203,16,0.00013733685133122755
